publishing_year,book_name,author,language_code,author_rating,book_average_rating,book_ratings_count,genre,publisher,book_id
2011,Dead Reckoning,Charlaine Harris,eng,Intermediate,3.77,87066,nonfiction,"Amazon Digital Services,  Inc.",670
1985,The Accidental Tourist,"Anne Tyler, Jennifer Bassett",eng,Intermediate,3.9,80075,genre fiction,"Amazon Digital Services,  Inc.",671
2012,Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire SÃ¡enz,,Excellent,4.34,108884,fiction,"Amazon Digital Services,  Inc.",672
1897,The Invisible Man,H.G. Wells,eng,Intermediate,3.62,84778,genre fiction,Macmillan,673
1985,ä¸–ç•Œã®çµ‚ã‚Šã¨ãƒãƒ¼ãƒ‰ãƒœã‚¤ãƒ«ãƒ‰ãƒ»ãƒ¯ãƒ³ãƒ€ãƒ¼ãƒ©ãƒ³ãƒ‰ [Sekai no owari to hÄdoboirudo wandÄrando],"Haruki Murakami, Alfred Birnbaum",eng,Excellent,4.15,63764,genre fiction,"Amazon Digital Services,  Inc.",674
1994,Na margem do rio Piedra eu sentei e chorei,"Paulo Coelho, Alan R. Clarke",eng,Intermediate,3.57,62106,genre fiction,Random House LLC,675
1812,Der Schweizerische Robinson,"Johann David Wyss, Scott McKowen, Arthur Pober",eng,Intermediate,3.92,78355,genre fiction,"Amazon Digital Services,  Inc.",676
1990,Four Past Midnight,Stephen King,en-GB,Intermediate,3.9,76376,nonfiction,HarperCollins Publishers,677
2012,The Marriage Bargain,Jennifer Probst,eng,Intermediate,3.81,91630,genre fiction,Random House LLC,678
1909,Anne of Avonlea,L.M. Montgomery,en-US,Excellent,4.21,99918,genre fiction,"Amazon Digital Services,  Inc.",679
1930,The Little Engine That Could,"Watty Piper, Doris Hauman, George Hauman",en-US,Excellent,4.15,82102,genre fiction,"Amazon Digital Services,  Inc.",680
2013,We Are All Completely Beside Ourselves,Karen Joy Fowler,eng,Intermediate,3.71,59973,genre fiction,"Amazon Digital Services,  Inc.",681
1996,Children of the Mind,Orson Scott Card,eng,Intermediate,3.74,74517,genre fiction,"Amazon Digital Services,  Inc.",682
1922,Ulysses,James Joyce,eng,Intermediate,3.74,76791,genre fiction,"Amazon Digital Services,  Inc.",683
1998,Someone Like You,Sarah Dessen,eng,Intermediate,3.94,84358,nonfiction,Simon and Schuster Digital Sales Inc,684
2003,Moloka'i,Alan Brennert,en-US,Excellent,4.15,75307,nonfiction,HarperCollins Christian Publishing,685
1990,The Witching Hour,Anne Rice,eng,Excellent,4.1,79824,nonfiction,"Amazon Digital Services,  Inc.",686
1986,This Present Darkness,Frank E. Peretti,eng,Excellent,4.24,71815,genre fiction,"Amazon Digital Services,  Inc.",687
2012,The Coincidence of Callie & Kayden,Jessica Sorensen,eng,Excellent,4.21,97615,genre fiction,"Amazon Digital Services,  Inc.",688
2015,Fates and Furies,Lauren Groff,eng,Intermediate,3.56,66085,genre fiction,HarperCollins Publishers,689
1998,Summer Sisters,Judy Blume,,Intermediate,3.83,73515,genre fiction,Penguin Group (USA) LLC,690
1945,Stuart Little,"E.B. White, Garth Williams",en-US,Intermediate,3.88,89033,genre fiction,"Amazon Digital Services,  Inc.",691
1953,The Foundation Trilogy,Isaac Asimov,eng,Excellent,4.39,72311,fiction,HarperCollins Publishers,692
1999,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Brian Greene,en-US,Excellent,4.06,32626,genre fiction,"Amazon Digital Services,  Inc.",693
2000,The Austere Academy,"Lemony Snicket, Brett Helquist",eng,Intermediate,3.97,99311,genre fiction,"Amazon Digital Services,  Inc.",694
2001,Seven Up,Janet Evanovich,en-US,Excellent,4.15,94506,genre fiction,HarperCollins Publishers,695
2009,The Awakening,Kelley Armstrong,eng,Excellent,4.16,95026,genre fiction,Simon and Schuster Digital Sales Inc,696
2003,Death Masks,Jim Butcher,eng,Excellent,4.32,83664,children,"Amazon Digital Services,  Inc.",697
1993,Stellaluna,Janell Cannon,en-US,Excellent,4.22,87423,genre fiction,"Amazon Digital Services,  Inc.",698
2007,Before They Are Hanged,Joe Abercrombie,eng,Excellent,4.27,68865,genre fiction,Random House LLC,699
2007,Loving Frank,Nancy Horan,en-US,Intermediate,3.73,72734,genre fiction,Hachette Book Group,700
2002,Hard Eight,"Janet Evanovich, Lorelei King",en-US,Excellent,4.17,93057,nonfiction,Random House LLC,701
2001,The Vile Village,"Lemony Snicket, Brett Helquist",eng,Intermediate,3.94,89733,genre fiction,Penguin Group (USA) LLC,702
1973,Sybil,Flora Rheta Schreiber,en-US,Intermediate,3.99,72493,nonfiction,HarperCollins Publishing,703
1980,Cosmos,Carl Sagan,eng,Excellent,4.35,76440,nonfiction,Penguin Group (USA) LLC,704
2005,Haunted: A Novel of Stories,Chuck Palahniuk,eng,Intermediate,3.59,68861,fiction,Simon and Schuster Digital Sales Inc,705
1987,The Shell Seekers,Rosamunde Pilcher,eng,Excellent,4.13,73573,genre fiction,"Amazon Digital Services,  Inc.",706
2006,What Is the What: The Autobiography of Valentino Achak Deng,Dave Eggers,eng,Excellent,4.16,59333,genre fiction,Penguin Group (USA) LLC,707
1981,CrÃ³nica de una muerte anunciada,"Gabriel GarcÃ­a MÃ¡rquez, Gregory Rabassa",eng,Intermediate,3.95,56200,genre fiction,Simon and Schuster Digital Sales Inc,708
1891,A Scandal in Bohemia,"Ronald Holt, Arthur Conan Doyle",,Excellent,4.22,65422,nonfiction,"Amazon Digital Services,  Inc.",709
2011,Killing Lincoln: The Shocking Assassination that Changed America Forever,"Bill O'Reilly, Martin Dugard",eng,Excellent,4.02,71868,children,"Amazon Digital Services,  Inc.",710
2013,The Lowland,Jhumpa Lahiri,eng,Intermediate,3.82,62231,genre fiction,"Amazon Digital Services,  Inc.",711
2004,The Ruins of Gorlan,John Flanagan,eng,Excellent,4.2,83085,nonfiction,Random House LLC,712
2009,Wintergirls,Laurie Halse Anderson,eng,Intermediate,3.98,87665,genre fiction,"Amazon Digital Services,  Inc.",713
2000,The Brethren,John Grisham,,Intermediate,3.71,69351,fiction,Penguin Group (USA) LLC,714
1997,Assassin's Quest,Robin Hobb,eng,Excellent,4.18,67125,genre fiction,"Amazon Digital Services,  Inc.",715
1967,Rosemary's Baby,Ira Levin,eng,Intermediate,3.96,78766,genre fiction,"Amazon Digital Services,  Inc.",716
1984,The Talisman,"Stephen King, Peter Straub",en-US,Excellent,4.12,79508,nonfiction,"Amazon Digital Services,  Inc.",717
1998,The Path of Daggers,Robert Jordan,eng,Intermediate,3.9,74815,genre fiction,"Amazon Digital Services,  Inc.",718
1958,The Dharma Bums,Jack Kerouac,en-US,Intermediate,3.94,62454,children,"Amazon Digital Services,  Inc.",719
2010,The Reckoning,Kelley Armstrong,en-GB,Excellent,4.21,92922,genre fiction,"Amazon Digital Services,  Inc.",720
2012,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,en-US,Intermediate,3.97,69596,fiction,Random House LLC,721
1934,Mary Poppins,"P.L. Travers, Mary Shepard",en-US,Excellent,4.05,82706,genre fiction,"Amazon Digital Services,  Inc.",722
2007,Red Seas Under Red Skies,Scott Lynch,eng,Excellent,4.23,68255,genre fiction,"Amazon Digital Services,  Inc.",723
1984,The House on Mango Street,Sandra Cisneros,eng,Intermediate,3.57,81579,genre fiction,"Amazon Digital Services,  Inc.",724
2008,City of Thieves,David Benioff,en-GB,Excellent,4.28,68063,genre fiction,HarperCollins Publishers,725
2007,Halfway to the Grave,Jeaniene Frost,eng,Excellent,4.18,106608,genre fiction,"Amazon Digital Services,  Inc.",726
1980,The Twits,"Roald Dahl, Quentin Blake",eng,Intermediate,3.94,82458,genre fiction,Random House LLC,727
2003,Abhorsen,Garth Nix,en-US,Excellent,4.29,80740,nonfiction,"Amazon Digital Services,  Inc.",728
2002,The Beach House,"James Patterson, Peter de Jonge",eng,Intermediate,3.82,68676,genre fiction,"Amazon Digital Services,  Inc.",729
1987,Eyes of the Dragon,Stephen King,eng,Intermediate,3.92,72714,nonfiction,HarperCollins Publishers,730
1976,Children of Dune,Frank Herbert,eng,Intermediate,3.9,74133,genre fiction,"Amazon Digital Services,  Inc.",731
2011,Leviathan Wakes,James S.A. Corey,eng,Excellent,4.2,68416,nonfiction,HarperCollins Publishers,732
2015,Queen of Shadows,Sarah J. Maas,eng,Famous,4.6,99067,genre fiction,Macmillan,733
1991,Maus II : And Here My Troubles Began ,Art Spiegelman,eng,Famous,4.41,90147,nonfiction,Hachette Book Group,734
1962,The Snowy Day,Ezra Jack Keats,eng,Excellent,4.13,81914,genre fiction,"Amazon Digital Services,  Inc.",735
2003,To the Nines,Janet Evanovich,eng,Excellent,4.16,86963,genre fiction,Penguin Group (USA) LLC,736
2012,Where We Belong,Emily Giffin,en-US,Intermediate,3.86,68224,nonfiction,"Amazon Digital Services,  Inc.",737
1994,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard   Preston,eng,Excellent,4.1,72207,genre fiction,"Amazon Digital Services,  Inc.",738
1999,ã‚¹ãƒ—ãƒ¼ãƒˆãƒ‹ã‚¯ã®æ‹äºº [SupÅ«toniku no Koibito],"Haruki Murakami, Philip Gabriel",eng,Intermediate,3.82,62229,genre fiction,Penguin Group (USA) LLC,739
2012,The Signature of All Things,Elizabeth Gilbert,eng,Intermediate,3.81,61135,nonfiction,"Amazon Digital Services,  Inc.",740
2003,"Eats, Shoots and Leaves",Lynne Truss,en-US,Intermediate,3.86,79117,genre fiction,"Amazon Digital Services,  Inc.",741
2004,Dead Witch Walking,Kim Harrison,en-US,Excellent,4.04,91390,nonfiction,"Amazon Digital Services,  Inc.",742
1986,,"Clement C. Moore, Jan Brett",en-US,Excellent,4.36,81553,genre fiction,"Amazon Digital Services,  Inc.",743
2009,An Echo in the Bone,Diana Gabaldon,eng,Famous,4.42,68854,genre fiction,Simon and Schuster Digital Sales Inc,744
2011,Unearthly,Cynthia Hand,en-US,Excellent,4.06,99942,genre fiction,Hachette Book Group,745
1988,The Case for Christ,Lee Strobel,,Excellent,4.1,67128,genre fiction,Macmillan,746
2005,Knife of Dreams,Robert Jordan,en-US,Excellent,4.12,71379,genre fiction,"Amazon Digital Services,  Inc.",747
2002,Hoot,Carl Hiaasen,eng,Intermediate,3.81,75275,genre fiction,Penguin Group (USA) LLC,748
-17,Ã†neis,"Virgil, Robert Fitzgerald",eng,Intermediate,3.81,75051,genre fiction,"Amazon Digital Services,  Inc.",749
2012,This is How You Lose Her,Junot DÃ­az,eng,Intermediate,3.75,66720,nonfiction,"Amazon Digital Services,  Inc.",750
2004,ã‚¢ãƒ•ã‚¿ãƒ¼ãƒ€ãƒ¼ã‚¯ [AfutÄ dÄku],"Haruki Murakami, Jay Rubin",eng,Intermediate,3.68,64278,genre fiction,"Amazon Digital Services,  Inc.",751
1992,Ishmael: An Adventure of the Mind and Spirit,Daniel Quinn,en-US,Intermediate,3.97,63304,genre fiction,Random House LLC,752
2010,It's Not Summer Without You,Jenny Han,en-US,Excellent,4.14,80367,genre fiction,"Amazon Digital Services,  Inc.",753
2012,Pushing the Limits,Katie McGarry,eng,Excellent,4.08,93818,genre fiction,"Amazon Digital Services,  Inc.",754
2001,Quidditch Through the Ages,"Kennilworthy Whisp, J.K. Rowling",eng,Intermediate,3.85,90908,genre fiction,Random House LLC,755
1977,Miss Nelson Is Missing!,"Harry Allard, James  Marshall",eng,Excellent,4.26,77206,genre fiction,Penguin Group (USA) LLC,756
1979,The Long Walk,"Richard Bachman, Stephen King",eng,Excellent,4.11,71775,nonfiction,Hachette Book Group,757
2001,The Ersatz Elevator,"Lemony Snicket, Brett Helquist",eng,Excellent,4.01,90071,nonfiction,Random House LLC,758
2004,Messenger ,Lois Lowry,eng,Intermediate,3.9,79746,genre fiction,"Amazon Digital Services,  Inc.",759
2007,Lover Revealed,J.R. Ward,eng,Excellent,4.3,97830,genre fiction,"Amazon Digital Services,  Inc.",760
2005,'Salem's Lot The Illustrated Edition,"Stephen King, Jerry N. Uelsmann",eng,Excellent,4.25,72797,genre fiction,Hachette Book Group,761
2007,The Mysterious Benedict Society,"Trenton Lee Stewart, Carson Ellis",en-US,Excellent,4.14,87335,genre fiction,"Amazon Digital Services,  Inc.",762
2007,God is Not Great: How Religion Poisons Everything,Christopher Hitchens,eng,Intermediate,3.96,64347,children,"Amazon Digital Services,  Inc.",763
2013,"Never Too Far (Too Far, #2)",Abbi Glines,eng,Excellent,4.21,97616,genre fiction,"Amazon Digital Services,  Inc.",764
2004,State of Fear,Michael Crichton,eng,Intermediate,3.69,65397,genre fiction,"Amazon Digital Services,  Inc.",765
2012,The Statistical Probability of Love at First Sight,Jennifer E. Smith,eng,Intermediate,3.8,89356,genre fiction,"Amazon Digital Services,  Inc.",766
2004,The Golem's Eye,Jonathan Stroud,en-US,Excellent,4.09,69058,nonfiction,Simon and Schuster Digital Sales Inc,767
1980,Still Life with Woodpecker,Tom Robbins,eng,Excellent,4.04,56802,genre fiction,"Amazon Digital Services,  Inc.",768
2004,Those Who Save Us,Jenna Blum,en-US,Excellent,4.12,68480,genre fiction,"Amazon Digital Services,  Inc.",769
2005,The Broker,John Grisham,eng,Intermediate,3.77,65428,genre fiction,"Amazon Digital Services,  Inc.",770
2011,Across the Universe,Beth Revis,eng,Intermediate,3.78,94176,genre fiction,"Amazon Digital Services,  Inc.",771
1978,"The Road Less Traveled:  A New Psychology of Love, Traditional Values, and Spiritual Growth",M. Scott Peck,en-US,Excellent,4.03,61238,nonfiction,"Amazon Digital Services,  Inc.",772
2004,Blood Rites,Jim Butcher,eng,Excellent,4.33,79627,nonfiction,"Amazon Digital Services,  Inc.",773
1942,The Boxcar Children,"Gertrude Chandler Warner, L. Kate Deal",en-US,Excellent,4.09,92916,genre fiction,Simon and Schuster Digital Sales Inc,774
2013,The Silent Wife,A.S.A. Harrison,eng,Novice,3.3,60323,nonfiction,"Amazon Digital Services,  Inc.",775
2011,How to Be a Woman,Caitlin Moran,eng,Intermediate,3.73,70446,genre fiction,"Amazon Digital Services,  Inc.",776
2016,A Court of Mist and Fury,Sarah J. Maas,eng,Famous,4.72,108384,genre fiction,Simon and Schuster Digital Sales Inc,777
2010,Life,Keith Richards,en-GB,Intermediate,3.84,60409,genre fiction,Random House LLC,778
2008,Unaccustomed Earth,Jhumpa Lahiri,eng,Excellent,4.11,60126,genre fiction,"Amazon Digital Services,  Inc.",779
1998,The Pilot's Wife,Anita Shreve,eng,Intermediate,3.5,71777,genre fiction,Simon and Schuster Digital Sales Inc,780
1985,White Noise,Don DeLillo,eng,Intermediate,3.86,55678,genre fiction,"Amazon Digital Services,  Inc.",781
1992,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",Stephen E. Ambrose,eng,Famous,4.42,66079,genre fiction,"Amazon Digital Services,  Inc.",782
1859,On the Origin of Species by Means of Natural Selection or the Preservation of Favoured Races in the Struggle for Life,Charles Darwin,eng,Intermediate,3.97,64162,genre fiction,HarperCollins Publishers,783
2003,Blankets,Craig Thompson,eng,Excellent,4.06,70454,genre fiction,"Amazon Digital Services,  Inc.",784
2008,The Story of Edgar Sawtelle,David Wroblewski,eng,Intermediate,3.6,70382,nonfiction,"Amazon Digital Services,  Inc.",785
2000,Drowning Ruth,Christina Schwarz,eng,Intermediate,3.73,67768,genre fiction,"Amazon Digital Services,  Inc.",786
1971,Post Office,Charles Bukowski,en-US,Excellent,4.01,59295,nonfiction,HarperCollins Publishers,787
1992,All the Pretty Horses,Cormac McCarthy,eng,Intermediate,3.97,68451,genre fiction,"Amazon Digital Services,  Inc.",788
1914,"Sherlock Holmes: The Complete Novels and Stories, Vol 2","Arthur Conan Doyle, Kyle Freeman",,Famous,4.46,66857,nonfiction,Random House LLC,789
1997,"One Piece, Volume 01","EiichirÅ Oda, Andy Nakatani",eng,Famous,4.42,67047,genre fiction,"Amazon Digital Services,  Inc.",790
1968,The Last Unicorn,Peter S. Beagle,eng,Excellent,4.18,76277,genre fiction,"Amazon Digital Services,  Inc.",791
2005,Magyk,Angie Sage,eng,Intermediate,3.8,86805,genre fiction,"Amazon Digital Services,  Inc.",792
2000,Fever 1793,Laurie Halse Anderson,en-US,Intermediate,3.89,81945,genre fiction,"Amazon Digital Services,  Inc.",793
2008,The Likeness,Tana French,eng,Excellent,4.05,72480,genre fiction,Penguin Group (USA) LLC,794
2015,Dead Wake: The Last Crossing of the Lusitania,Erik Larson,eng,Excellent,4.07,61439,genre fiction,Penguin Group (USA) LLC,795
1894,The Jungle Book,Rudyard Kipling,eng,Intermediate,3.94,67107,fiction,"Amazon Digital Services,  Inc.",796
2013,I Am Pilgrim,Terry Hayes,eng,Excellent,4.23,49740,genre fiction,"Amazon Digital Services,  Inc.",797
1956,Howl and Other Poems ,"Allen Ginsberg, William Carlos Williams",eng,Excellent,4.14,71968,nonfiction,HarperCollins Publishers,798
1997,Don't Sweat the Small Stuff,Richard Carlson,eng,Intermediate,3.95,63324,genre fiction,Random House LLC,799
2011,Go the Fuck to Sleep,"Adam Mansbach, Ricardo CortÃ©s",eng,Excellent,4.26,71816,genre fiction,"Amazon Digital Services,  Inc.",800
1992,Mostly Harmless,Douglas Adams,en-US,Intermediate,3.96,72426,nonfiction,Simon and Schuster Digital Sales Inc,801
2003,Benjamin Franklin: An American Life,Walter Isaacson,eng,Intermediate,3.96,70335,genre fiction,Macmillan,802
2011,The Tiger's Wife,TÃ©a Obreht,eng,Novice,3.37,66104,genre fiction,"Amazon Digital Services,  Inc.",803
2005,Poison Study,Maria V. Snyder,eng,Excellent,4.16,96417,genre fiction,"Amazon Digital Services,  Inc.",804
2007,Lover Unbound,J.R. Ward,eng,Excellent,4.33,97514,fiction,"Amazon Digital Services,  Inc.",805
2004,Going Postal,Terry Pratchett,eng,Excellent,4.36,75186,fiction,Penguin Group (USA) LLC,806
1830,The Book of Mormon,"Anonymous, Joseph Smith Jr.",eng,Excellent,4.37,63530,genre fiction,Random House LLC,807
1980,The Mist,Stephen King,en-US,Intermediate,3.92,82062,nonfiction,"Amazon Digital Services,  Inc.",808
2005,Dead Beat,Jim Butcher,eng,Famous,4.43,78123,genre fiction,"Amazon Digital Services,  Inc.",809
2015,Golden Son,Pierce Brown,eng,Famous,4.46,57614,genre fiction,"Amazon Digital Services,  Inc.",810
2002,Night Watch,Terry Pratchett,eng,Famous,4.47,71271,nonfiction,"Amazon Digital Services,  Inc.",811
1986,The Light Fantastic,Terry Pratchett,en-US,Intermediate,3.94,75196,nonfiction,"Amazon Digital Services,  Inc.",812
2009,What the Dog Saw and Other Adventures,Malcolm Gladwell,eng,Intermediate,3.82,65277,genre fiction,Random House LLC,813
2015,Pretty Girls,Karin Slaughter,eng,Intermediate,3.95,60737,genre fiction,"Amazon Digital Services,  Inc.",814
2008,Last Argument of Kings,Joe Abercrombie,eng,Excellent,4.26,65068,genre fiction,Macmillan,815
2014,Revival,Stephen King,en-US,Intermediate,3.75,53662,genre fiction,"Amazon Digital Services,  Inc.",816
1954,Horton Hears a Who!,Dr. Seuss,eng,Excellent,4.16,80883,genre fiction,"Amazon Digital Services,  Inc.",817
2006,The Blind Side: Evolution of a Game,Michael   Lewis,eng,Excellent,4.16,37792,children,HarperCollins Publishers,818
2001,Lirael,Garth Nix,en-US,Excellent,4.29,78903,genre fiction,Penguin Group (USA) LLC,819
2006,School's Out Forever,James Patterson,en-US,Excellent,4.16,90157,fiction,"Amazon Digital Services,  Inc.",820
2007,é»’åŸ·äº‹ I [Kuroshitsuji I],"Yana Toboso, Tomo Kimura",eng,Excellent,4.37,74378,nonfiction,Penguin Group (USA) LLC,821
2015,Winter,Marissa Meyer,eng,Famous,4.49,100464,nonfiction,"Amazon Digital Services,  Inc.",822
1886,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror ,"Robert Louis Stevenson, Robert Mighall",eng,Intermediate,3.94,80299,genre fiction,Random House LLC,823
2012,,Emily Seife,en-US,Famous,4.4,67264,genre fiction,"Amazon Digital Services,  Inc.",824
2008,The Painted Man,Peter V. Brett,eng,Excellent,4.27,64416,genre fiction,"Amazon Digital Services,  Inc.",825
1678,,John Bunyan,,Intermediate,3.98,67777,genre fiction,Penguin Group (USA) LLC,826
2005,One Shot,Lee Child,eng,Excellent,4.2,63335,genre fiction,Simon and Schuster Digital Sales Inc,827
2012,The Serpent's Shadow,Rick Riordan,eng,Excellent,4.28,82757,genre fiction,"Amazon Digital Services,  Inc.",828
